id,is_cheating
form_r_AAABmJpaBSZniRCnvHlBs66K,0.681154432022318
form_r_JiL6ylwnijP66wTCo52XSP,0.8213521411669735
form_r_AAABmLN7KCDw89RJl3RORa5n,0.4803902910217649
form_r_AAABmN2ij3UoaExF4jxFcZ_7,0.07493073999095967
form_r_AAABmJYbGzEuL3gArMVHMZ1P,0.43327405301827826
form_r_EY24YpzkrEVk7C1ZHbnxS4,0.9707260786537883
form_r_GfUk6aNZuG62f1n0MIJTrl,0.7714744346241231
form_r_VBJsw1BGoEgyASQs7QKJiG,0.9184110849009303
form_r_23ZjTCgwwnJpykvj4u2ZfH,0.36058748363025184
form_r_AAABmNHW7MjSDFSznp1MNLTN,0.10230566152046106
form_r_dbcPJq8w5RoXHAKIXidfEz,0.9432254331291097
form_r_AAABmMxIzkeS8h88dcdIDoOm,0.10414752440121296
form_r_AAABmMmxjT8-6TvqUy5KAoUD,0.37461384984707663
form_r_AAABmIpL3ZZmzhW5RBBMBpWL,0.08191282821037275
form_r_XasaW4Hz9bBQc1Z1G6S6ZV,0.9524406673596924
form_r_AAABmJIJiPFfZV26TX9BzqmX,0.08838640126498012
form_r_AAABmJ5Qc_Z1zbND3m1NNoA4,0.15251255136145253
form_r_MXcwFiOBvF5VKsYGAxeuy5,0.7934199128936263
form_r_AAABmKGP_2i3x9LOSaRMfqlV,0.17217176316569216
form_r_XyaLNZTh7QRBmTORkNjqOt,0.9337894216109849
form_r_g25UjSaPyTYMnVSjM1ZfAn,0.8787223039688967
form_r_AAABmJ7RR4376WBUjGBIPozn,0.09270589396670745
form_r_AAABmK0Sn4hAfbsGQBpCqIqy,0.13960059964101815
form_r_HzRWae5e6dRuPv7NpQ1YZq,0.6651535510045812
form_r_AAABmLD3fQlmg1g_fe5MmJPW,0.12421999787051183
form_r_hAHNNIaENNC7BUdCkmexho,0.9183957220041634
form_r_hvq6WSjoZGZH7jIrT9mGLu,0.8870533030812258
form_r_xYU9wWCfJbvTabQbueCkdN,0.7979671568443271
form_r_ERWkQOTWqCDxclVfzLUvq9,0.8991038450045545
form_r_AAABmL_HbR24F83TV45G36BO,0.115104730095319
form_r_83qpyRWxZOiNOx3q23LIS3,0.896800138899448
form_r_Z3wEWPzKte9V2Lc8WEiYfv,0.9280400066008513
form_r_AAABmIrWo5pISuu1GmpAh7cy,0.14481999642146043
form_r_hxMXLR5BUv3cxNYrFfanYZ,0.9518060226023275
form_r_AAABmJsFzkaXCK8vax9LNaWO,0.31229822303248317
form_r_EStN3iguw4JczNuDzP0kZU,0.901596858910968
form_r_Lbdg8OmlMv0vhPujfCokjs,0.8548373708637735
form_r_AAABmMLXIESJ7b_ASJBBS5zk,0.6438341447349099
form_r_Tn4MdJu2jQYTRDn09BZqyd,0.6201738777798181
form_r_AAABmKWRCPHRDVJNXixCzbU1,0.11196246772365485
form_r_KU0EIri0bvPDm7wpJTXR1L,0.9459058831672191
form_r_AAABmKLWfa7BMskbY65PDJNs,0.10951696419664078
form_r_AAABmNuq_DYvefA2oNVAx7NM,0.0720186391274635
form_r_a8qhHITPcvaJ6ZDxKz1hmY,0.6487252298780557
form_r_AAABmNIWzmReY9NxIJdCpZ-4,0.23658087795062036
form_r_AAABmKeXT-8XgGJiRmxLsY4_,0.09826425636413874
form_r_kTf7BMvEa1kwSjeUZGWM8a,0.9313473887804259
form_r_AAABmLu30HvOXL11lZ1M-Ynm,0.05976110843224906
form_r_PdehWiKxOJ0SwNXc9jUIzn,0.865236494719347
form_r_3kO59miDfOFjM39rTBFzk8,0.9650471918330409
form_r_AAABmMnpWCCazIfFtrpFY6V-,0.05263503727602502
form_r_AAABmKO_RCDjOHCIfFNKbKcP,0.24621627341613608
form_r_IAIoA8Nnp6wJTMU25b99tS,0.6451885177405754
form_r_IALF69AcVKgwubsLf9InYW,0.9486620970447628
form_r_AAABmKNarD2Fb7uewzdL7riG,0.22933745176815262
form_r_AAABmNFZgPzqKetpU1pDLoPw,0.15462964158398285
form_r_AAABmIbKA4o3xvPn4UdBApcH,0.5065420479890677
form_r_AAABmMlKz7kc6C7gIPRMuo1q,0.5076160982414355
form_r_AAABmIUtX0ikUJR0yN5PV6JG,0.2887920444450372
form_r_AAABmL6KUyXicQUdqaNEoKFy,0.22734538222437103
form_r_P4bXUXDXlTygqwOlkGvXvV,0.9216984221094512
form_r_4NtVA5CDMc6Dr2L9gajbBJ,0.8830609141859422
form_r_5j1EkRlordKeeZsXGBN7xm,0.8608577745664014
form_r_VNxNqRU1WAn9yDgl1MJvgp,0.8905001753807206
form_r_AAABmLHojSDfRHIeCrpK3Kr-,0.3000159830828978
form_r_Z6medDyOkdumn3vWQMafeo,0.9324514298351755
form_r_AAABmL8OYgTnTXw3qrBG2JCw,0.27438528929135747
form_r_qJgEkf4YQYKc0o3JF8RseA,0.7391319380446918
form_r_w0OhML0Uj9BGeKxGJCT4JM,0.8260834363666563
form_r_JfJOrkUuJlTHQVnwNwhOiN,0.9389580842053353
form_r_AAABmKSCS1MmWRsHSodM26Ph,0.514585883790639
form_r_zqyU7qsTwutOP9KzyDrehI,0.7530019050151247
form_r_AAABmKfMIM91peyTpLRMT6br,0.0818773395555656
form_r_AAABmIdvMeiFziZMu7hCII5a,0.5941358667195448
form_r_BAgTdlU23bx17t1HI0bopr,0.9547263775673723
form_r_UqeWHfN42rrCAES7sLxXZR,0.9228947659482415
form_r_PUr6oZpBNNCJbIkN51dV9R,0.8888327974256878
form_r_AAABmJTAOf4XdhN4_LlL4Yd0,0.359060894170955
form_r_bGIakX2KgOENAJDkMj0tg7,0.8963631364683312
form_r_hM5Gn7kTnnE2M4yCx0MpAb,0.9053962419817644
form_r_AAABmIi-G67ai-yEDGlJTbxf,0.3459094086295452
form_r_AAABmLNSZAbYfEgNtiNJeJY6,0.1451330919450652
form_r_C6DOxRynlbqzR8kmbvbXOI,0.8378364690236099
form_r_lb1Mu2DkPFU2uoLAmDJJ8R,0.8556781299378958
form_r_AAABmIVn16gekWZdt15JRplV,0.12405558355118554
form_r_xDXgp42u7XhcYlZcg714Lk,0.9403496702911383
form_r_PcZOzYB5FvRFG0oSPHkuGQ,0.9226415321193908
form_r_PQ8CqL8VOocoAhoNC4CnIU,0.3249610697678563
form_r_jn5SPda3Erbtv99Sb6kEUS,0.9395600827169879
form_r_vRalgQWer740J1T5XWS2ax,0.4153715815910351
